,0,1,2,3,4
37.1,2016,-0.5,6.5,45.5202471,-122.6741949
37.8,2016,-0.5,6.5,44.9706705,-93.268217735811
47.5,2016,-0.5,6.5,39.9527237,-75.1635262
49.4,2016,-0.5,6.5,39.100105,-94.5781416
52.0,2016,-0.5,6.5,39.7683331,-86.1583502
60.1,2016,-0.5,6.5,39.9622601,-83.0007065
25.6,2016,0.5,-0.5,32.9637838,-116.7706277
32.0,2016,0.5,-0.5,39.7392364,-104.9848623
34.1,2016,0.5,-0.5,44.9706705,-93.268217735811
35.4,2016,0.5,-0.5,45.5202471,-122.6741949
42.8,2016,0.5,-0.5,39.9527237,-75.1635262
43.7,2016,0.5,-0.5,39.9622601,-83.0007065
44.6,2016,0.5,-0.5,39.7683331,-86.1583502
48.2,2016,0.5,-0.5,39.100105,-94.5781416
31.0,2016,1.5,-0.5,32.9637838,-116.7706277
37.4,2016,1.5,-0.5,37.8044557,-122.2713563
37.6,2016,1.5,-0.5,39.7392364,-104.9848623
42.1,2016,1.5,-0.5,45.5202471,-122.6741949
48.4,2016,1.5,-0.5,44.9706705,-93.268217735811
57.4,2016,1.5,-0.5,39.7683331,-86.1583502
60.5,2016,1.5,-0.5,39.100105,-94.5781416
63.2,2016,1.5,-0.5,39.9527237,-75.1635262
77.1,2016,1.5,-0.5,39.9622601,-83.0007065
